intitule,adresse,codepostal,ville,telephone,latitude,longitude,
Tribunal d'Instance de Villeurbanne,3 rue du docteur Pierre Fleury Papillon,69623,VILLEURBANNE CEDEX,+33 4 72 13 83 00,45.76381,4.883179,
Tribunal d'Instance de Mâcon,Palais de Justice 8 Rue de la Préfecture,71017,MACON CEDEX,+33 3 85 39 92 40,46.3076337,4.8326325,
Tribunal d'Instance du Mans,Cité Judiciaire 1 Avenue Pierre Mendès-France,72014,LE MANS CEDEX,+33 2 43 83 77 77,48.0064699,0.1997661,
Tribunal d'Instance de Tarbes,Square Maurice Trelut B.P. 1326,65013,TARBES,+33 5 62 51 77 55,43.234037,0.069242,
Tribunal d'Instance de Perpignan,5 Boulevard des Pyrénées B.P. 932,66020,PERPIGNAN CEDEX,+33 4 68 51 97 06,42.696562,2.88823,
Tribunal d'Instance d'Illkirch-Graffenstaden,144 A Route de Lyon B.P. 20020,67401,ILLKIRCH CEDEX,+33 3 88 55 33 10,48.529776,7.711345,
Tribunal d'Instance de Molsheim,3 rue Maréchal Kellermann CS 69116,67129,MOLSHEIM CEDEX,+33 3 88 49 72 49,48.541042,7.494399,
Tribunal d'Instance de Boulogne-Billancourt,35 Rue Paul Bert ,92100,BOULOGNE BILLANCOURT,+33 1 46 03 08 17,48.835187,2.239324,
Tribunal d'Instance de Colombes,9 Rue Gabriel Péri ,92700,COLOMBES,+33 1 47 85 20 38,48.9226514,2.2486244,
Tribunal d'Instance de Courbevoie,25 Rue du Président Kruger ,92400,COURBEVOIE,+33 1 43 33 03 42,48.9218118,2.283852,
Tribunal d'Instance de Puteaux,131 Rue de la République B.P. 177,92801,PUTEAUX CEDEX,+33 1 46 93 08 00,48.884467,2.238018,
Tribunal d'Instance de Juvisy-sur-Orge,27 Rue Victor Hugo BP 01,91265,JUVISY SUR ORGE CEDEX,+33 1 69 12 18 30,48.690908,2.377957,
Tribunal d'Instance de Longjumeau,11 Av. du Maréchal Leclerc B.P. 282,91162,LONGJUMEAU CEDEX,+33 1 69 10 26 50,48.698457,2.292174,
Tribunal d'Instance d'Antony,Place Auguste Mounié B.P. 80,92161,ANTONY CEDEX,+33 1 55 59 01 00,48.754759,2.30022,
Tribunal d'Instance d'Asnières-sur-Seine,112 Avenue de la Redoute ,92600,ASNIERES SUR SEINE,+33 1 41 47 41 20,48.9291498,2.2804998,
Tribunal d'Instance de Carpentras,Impasse du Siècle Place du Gal de Gaulle   BP 112,84203,CARPENTRAS,+33 4 90 63 12 97,44.054388,5.046988,
Tribunal d'Instance de Limoges,11 Bd Gambetta ,87039,LIMOGES,+33 5 55 11 82 07,45.827516,1.259157,
Tribunal d'Instance d'Epinal,1 place Foch ,88000,EPINAL,+33 3 54 04 10 00,48.172427,6.447892,
Tribunal d'Instance d'Evry,1 Rue de la Patinoire ,91011,EVRY CEDEX,+33 1 69 47 36 00,48.6298146,2.4297779,
Tribunal d'Instance d'Amiens,8 rue Pierre Dubois B.P. 2722,80027,AMIENS CEDEX 1,+33 3 22 82 45 00,49.892134,2.30175,
Tribunal d'Instance de Castelsarrasin,2 Ter Rue de la Fraternité B.P. 74,82101,CASTELSARRASIN CEDEX,+33 5 63 32 72 10,44.039808,1.107335,
Tribunal d'Instance de Montauban,5 Rue de l'Horloge B.P. 749,82013,MONTAUBAN,+33 5 63 21 41 60,44.016533,1.353336,
Tribunal d'Instance d'Avignon,2 Boulevard Limbert B.P. 980,84094,AVIGNON CEDEX 9,+33 4 32 74 74 16,43.944784,4.816066,
Tribunal d'Instance de Montmorency,125 Avenue Charles de Gaulle ,95160,MONTMORENCY,+33 1 39 34 60 00,48.9743556,2.3114766,
Tribunal d'Instance de Basse-Terre,Z.A. Calebassier ,97100,BASSE TERRE,+33 5 90 80 63 80,16.000298,-61.729235,
Tribunal d'Instance de Pointe-à-Pitre,7 Rue Victor Hugues B.P. 554,97110,POINTE A PITRE,+33 5 90 89 63 63,16.2411111,-61.5330556,
Tribunal d'Instance de Fort-de-France,Palais de Justice 35 Bd du Gal de Gaulle    BP 633,97200,FORT DE FRANCE,+33 5 96 48 41 63,14.637392,-61.069045,
Tribunal d'Instance de Boissy-Saint-Léger,7 Boulevard Léon Révillon ,94477,BOISSY ST LEGER CEDEX,+33 1 45 10 09 20,48.7476021,2.5128508,
Tribunal d'Instance de Charenton-le-Pont,48 Rue de Paris ,94220,CHARENTON LE PONT,+33 1 43 53 62 30,48.8196462,2.4158425,
Tribunal d'Instance de Saint-Maur-des-Fossés,1 Avenue Gambetta ,94100,ST MAUR DES FOSSES,+33 1 42 83 32 23,48.8017082,2.4869504,
Tribunal d'Instance de Villejuif,127-129 Rue Jean Jaurès ,94808,VILLEJUIF CEDEX,+33 1 49 58 12 35,48.7925275,2.3665412,
Tribunal d'Instance de Pantin,"Immeuble ""Les Diamants""  Bât. A 41 Rue Delizy",93692,PANTIN CEDEX,+33 1 48 44 44 27,48.897125,2.408159,
Tribunal d'Instance du Raincy,8 Allée Baratin ,93340,LE RAINCY,+33 1 43 01 36 74,48.899138,2.515061,
Tribunal d'Instance de Saint-Denis,1 Passage des deux Pichets ,93200,ST DENIS,+33 1 48 13 37 80,48.936183,2.359451,
Tribunal d'Instance de Saint-Ouen,4 Rue Diderot ,93582,ST OUEN CEDEX,+33 1 40 12 50 40,48.91095,2.334523,
Tribunal d'Instance de Vanves,34 Rue Antoine Fratacci ,92170,VANVES,+33 1 41 90 11 11,48.8211685,2.2882268,
Tribunal d'Instance d'Aubervilliers,Square Stalingrad B.P. 217,93533,AUBERVILLIERS CEDEX,+33 1 48 33 76 38,48.911125,2.383284,
Tribunal d'Instance d'Aulnay-sous-Bois,10 Boulevard Hoche ,93600,AULNAY SOUS BOIS,+33 1 48 66 09 08,48.9327984,2.5011403,
Tribunal d'Instance de Bobigny,Immeuble L'européen Hall A 4e et 1 promenade Jean Rostand,93009,BOBIGNY CEDEX,+33 1 48 96 11 10,48.909761,2.454576,
Tribunal d'Instance de Pontoise,3 Rue Victor Hugo B.P. 20217,95302,CERGY PONTOISE CEDEX,+33 1 72 58 74 60,49.039049,2.044611,
Tribunal d'Instance de Toulouse,40 Avenue Camille Pujol B.P. 35847,31506,TOULOUSE CEDEX 5,+33 5 34 31 79 79,43.601085,1.461458,
Tribunal d'Instance de Saint-Paul,centre d'affaires de Savanna 12 rue Jules Thirel,97862,ST PAUL CEDEX,+33 2 62 45 33 50,-20.987097,55.294083,
Tribunal d'Instance de Saint-Pierre,26-28 Rue Augustin Archambeaud B.P. 339,97448,ST PIERRE CEDEX,+33 2 62 96 10 00,-21.323896,55.486909,
Tribunal d'Instance de Saint-Martin,23 Rue de la Liberté B.P. 376,97150,ST MARTIN,+33 5 90 87 50 49,18.0671612,-63.085622,
Tribunal d'Instance de Montélimar,Place Emile Loubet B.P. 282,26207,MONTELIMAR CEDEX,+33 4 75 00 78 20,44.557143,4.74985,
Tribunal d'Instance de Bergerac,6 Bis Rue des Carmes ,24100,BERGERAC,+33 5 53 57 06 15,44.8533584,0.4867557,
Tribunal d'Instance de Dreux,2 Place Anatole France ,28100,DREUX,+33 2 37 38 08 50,48.7362277,1.3644626,
Tribunal d'Instance de Vichy,26 Boulevard Carnot B.P. 2933,3209,VICHY CEDEX,+33 4 70 30 97 30,46.123333,3.425088,
Tribunal d'Instance de Moulins,Palais d'Ansac 16 Rue Diderot      BP 1837,3018,MOULINS CEDEX,+33 4 70 44 33 84,46.5661042,3.3353369,
Tribunal d'Instance de Montluçon,114 Boulevard de Courtais B.P. 1232,3104,MONTLUCON,+33 4 70 05 27 93,46.339908,2.607701,
Tribunal d'Instance de Laon,Place du Parvis ,2001,LAON CEDEX,+33 3 23 26 75 40,49.564279,3.623757,
Tribunal d'Instance de Trévoux,1 Rue du Palais B.P. 602,1606,TREVOUX CEDEX,+33 4 74 08 89 00,45.940383,4.776414,
Tribunal d'Instance de Bourg-en-Bresse,3 Place Pierre Goujon B.P. 177,1005,BOURG EN BRESSE CEDEX,+33 4 74 32 00 97,46.203032,5.220981,
Tribunal d'Instance de Rochefort,Cité Judiciaire La Touche Tréville   Rue Chanzy,17306,ROCHEFORT CEDEX,+33 5 16 65 60 00,45.957199,-0.96868,
Tribunal d'Instance de Cognac,3 rue Pierre Martin Civat ,16100,COGNAC,+33 5 45 82 06 75,45.6915945,-0.3280112,
Tribunal d'Instance d'Angoulême,Place Francis Louvel B.P. 234,16007,ANGOULEME,+33 5 45 37 11 60,45.649207,0.15429,
Tribunal d'Instance de Marseille,Palais de Justice Place Monthyon,13006,MARSEILLE,+33 4 91 15 50 50,43.266835,5.356915,
Tribunal d'instance d'Aubenas,10 rue Georges Couderc BP 40001,7203,AUBENAS,+33 4 75 35 30 28,44.617045,4.389615,
Tribunal d'Instance de Nice,3 Place du Palais - Palais Rusca ,6300,NICE,+33 4 92 17 30 01,43.709165,7.270946,
Tribunal d'instance de Manosque,rue des tanneurs ,4100,MANOSQUE,+33 4 92 72 32 76,43.831325,5.784902,
Tribunal d'Instance de Pontarlier,1 Place Villingen Schwenningen ,25300,PONTARLIER,+33 3 81 38 63 00,46.9012726,6.3528643,
Tribunal d'Instance de Montbéliard,Cité Judiciaire Rue Mozart,25209,MONTBELIARD CEDEX,+33 3 81 90 70 00,47.5118726,6.7997133,
Tribunal d'Instance de Besançon,Palais de Justice 1 Rue Mégevand    B.P. 159,25014,BESANCON,+33 3 81 65 13 81,47.252768,6.005986,
Tribunal d'Instance de Sarlat-la-Canéda,Place de la Grande Rigaudie B.P. 170,24200,SARLAT LA CANEDA,+33 5 53 59 01 73,44.887894,1.218017,
Tribunal d'Instance de Périgueux,10 rue Maleville B.P. 9042,24019,PERIGUEUX CEDEX,+33 5 53 53 17 42,45.186222,0.719246,
Tribunal d'Instance de Guingamp,Place de Verdun B.P. 70518,22205,GUINGAMP CEDEX,+33 2 96 40 11 40,48.560318,-3.148535,
Tribunal d'Instance de Dinan,20 place Duguesclin BP 11012,22101,DINAN CEDEX,+33 2 96 87 16 96,48.451915,-2.043854,
Tribunal d'Instance de Gonesse,Place de la Liberté et du 8 Mai 1945      B.P. 18,95501,GONESSE CEDEX,+33 1 34 53 43 73,48.998217,2.419424,
Tribunal d'Instance de Montpellier,9 rue de Tarragone CS 29029,34965,MONTPELLIER,+33 4 34 08 31 42,43.604817,3.886256,
Tribunal d'Instance de Muret,58 Rue Clément Ader ,31600,MURET,+33 5 61 51 96 50,43.4610672,1.3262562,
Tribunal d'Instance d'Uzès,Place de l'Evéché B.P. 109,30701,UZES CEDEX,+33 4 66 22 12 12,44.012426,4.421886,
Tribunal d'Instance de Nîmes,5 avenue Feuchères ,30000,NIMES,+33 4 66 36 39 00,43.834058,4.364141,
Tribunal d'Instance de Bernay,Place Gustave Héon B.P. 761,27307,BERNAY CEDEX,+33 2 32 47 52 20,49.08966,0.597699,
Tribunal d'Instance des Andelys,Boulevard du Général de Gaulle B.P. 518,27705,LES ANDELYS CEDEX,+33 2 32 54 11 70,49.246779,1.420092,
Tribunal d'Instance de Valence,2 Place du Palais B.P. 2127,26021,VALENCE CEDEX,+33 4 75 75 97 77,44.931449,4.892692,
Tribunal d'Instance de Romans-sur-Isère,place Jules Nadi BP 182,26109,ROMANS SUR ISERE CEDEX,+33 4 75 02 09 17,45.044255,5.052603,
Tribunal d'Instance de Saint-Dizier,Cité Administrative 12 Rue de la Commune de Paris,52100,ST DIZIER,+33 3 25 05 10 46,48.6362998,4.9474544,
Tribunal d'Instance de Châlons-en-Champagne,2 Rue Perrot d'Ablancourt ,51036,CHALONS EN CHAMPAGNE,+33 3 26 69 27 35,48.9591414,4.362875,
Tribunal d'Instance de Coutances,38 rue Tancrede CS 70838,50208,COUTANCES CEDEX,+33 2 33 76 68 43,49.048895,-1.44432,
Tribunal d'Instance d'Angers,39 boulevard Pierre de Coubertin CS 21006,49010,ANGERS CEDEX,+33 2 44 01 50 32,47.462877,-0.532309,
Tribunal d'Instance d'Orléans,44 Rue de la Bretonnerie ,45044,ORLEANS CEDEX 1,+33 2 38 74 58 34,47.9047677,1.9054466,
Tribunal d'Instance de Lons-le-Saunier,1 rue de Balerne ,39015,LONS LE SAUNIER CEDEX,+33 3 84 87 16 00,46.675662,5.556349,
Tribunal d'Instance de Dole,39 Rue des Arènes B.P. 38,39107,DOLE CEDEX,+33 3 84 79 42 21,47.090849,5.490702,
Tribunal d'Instance de Bourgoin-Jallieu,12 Rue du Tribunal ,38307,BOURGOIN JALLIEU CEDEX,+33 4 74 28 89 29,45.586833,5.27603,
Tribunal d'Instance d'Oloron-Sainte-Marie,Place Mendiondou ,64400,OLORON STE MARIE,+33 5 59 39 11 56,43.192283,-0.607396,
Tribunal d'Instance de Montreuil (62),1 Rue des Carmes ,62170,MONTREUIL,+33 3 21 06 06 96,50.4642513,1.7656732,
Tribunal d'instance de Flers,33 rue Jules Gévelot BP 419,61100,FLERS,+33 2 33 65 35 04,48.752577,-0.572748,
Tribunal d'Instance d'Argentan,Place du Docteur Couinaud BP 80147,61205,ARGENTAN CEDEX,+33 2 33 12 14 50,48.743803,-0.016761,
Tribunal d'Instance d'Alençon,22 Avenue Wilson B.P. 312,61009,ALENCON,+33 2 33 29 42 93,48.43399,0.095661,
Tribunal d'Instance de Lille,2 Place du Concert B.P. 70449,59021,LILLE CEDEX,+33 3 20 78 33 33,50.634844,3.049511,
Tribunal d'Instance d'Avesnes-sur-Helpe,Plateau Chemerault 11 Rue Mal Joffre BP 205,59363,AVESNES SUR HELPE,+33 3 27 57 78 00,50.123487,3.92827,
Tribunal d'Instance de Nevers,6 Rue Gambetta B.P. 62,58020,NEVERS CEDEX,+33 3 86 93 02 70,46.989938,3.159654,
Tribunal d'Instance de Meaux,Avenue Salvador Allendé ,77109,MEAUX,+33 1 60 09 76 82,48.9555641,2.890683,
Tribunal d'Instance du Havre,70 Rue Mal de Lattre de Tassigny B.P. 7,76083,LE HAVRE CEDEX,+33 2 35 19 73 00,49.491495,0.114275,
Tribunal d'Instance de Dieppe,Palais de Justice- Square Carnot BP 189,76206,DIEPPE CEDEX,+33 2 35 84 13 08,49.924564,1.083359,
Tribunal d'Instance de La Flèche,1 Rue Saint-Thomas B.P. 131,72205,LA FLECHE CEDEX,+33 2 43 94 04 15,47.699113,-0.075764,
Tribunal d'Instance de Chalon-sur-Saône,Résidence Saint-Germain 1 B  Rue de Bourgogne,71331,CHALON SUR SAONE,+33 3 85 97 16 90,46.7910553,4.8371648,
Tribunal d'Instance de Lyon,67 Rue Servient ,69433,LYON CEDEX 03,+33 4 72 60 75 75,45.7603055,4.8465698,
Tribunal d'Instance de Sélestat,17 Allée de la 1ère Armée ,67600,SELESTAT,+33 3 88 57 40 50,48.26047,7.451085,
Tribunal d'Instance d'Haguenau,84 Grand'Rue B.P. 10240,67504,HAGUENAU CEDEX,+33 3 88 06 03 80,48.814282,7.789851,
Tribunal d'Instance de Sens,3 Rue Thenard ,89100,SENS,+33 3 86 83 91 00,48.1986996,3.2837194,
Tribunal d'Instance d'Auxerre,Place du Palais de Justice B.P. 39,89010,AUXERRE CEDEX,+33 3 86 72 30 30,47.798136,3.567723,
Tribunal d'Instance de Poitiers,24 Rue du Moulin à Vent B.P. 79,86002,POITIERS,+33 5 49 60 55 50,46.584375,0.341038,
Tribunal d'Instance de Châtellerault,1 Avenue Georges Clémenceau BP 30630,86106,CHATELLERAULT CEDEX,+33 5 49 21 06 33,46.8176518,0.5462628,
Tribunal d'instance de Pertuis,Place du 4 Septembre ,84120,PERTUIS,+33 4 90 79 21 16,43.6943519,5.5009695,
Tribunal d'Instance de Brignoles,1 Place du Palais de Justice ,83175,BRIGNOLES CEDEX,+33 4 94 69 63 83,43.4066884,6.0587306,
Tribunal d'Instance d'Abbeville,79 Rue du Maréchal Foch B.P. 330,80103,ABBEVILLE CEDEX,+33 3 22 25 37 30,50.103733,1.837252,
Tribunal d'Instance de Mantes-la-Jolie,20 Avenue de la République ,78200,MANTES LA JOLIE,+33 1 30 98 14 00,48.9896755,1.7131315,
Tribunal d'Instance de Paris 4ème,Mairie 2 Place Baudoyer,75004,PARIS,+33 1 42 72 11 53,48.884589,2.340359,
