intitule,adresse,codepostal,ville,telephone,latitude,longitude,
Tribunal pour Enfants de Laval,13 Place Saint Tugal BP 81515 ,53015,LAVAL,+33 2 43 53 51 11,48.0693098,-0.7735482,
Tribunal pour Enfants de Narbonne,40 Bd du Général de Gaulle B.P. 810 ,11108,NARBONNE CEDEX,+33 4 68 32 71 55,43.1842152,3.0088775,
Tribunal pour Enfants de Vienne,16 Place Charles de Gaulle  ,38209,VIENNE CEDEX,+33 4 74 78 81 81,45.525884,4.8739588,
Tribunal pour Enfants de Valence,Place du Palais de Justice B.P. 2113 ,26021,VALENCE CEDEX,+33 4 75 75 49 49,44.930308,4.927628,
Tribunal pour Enfants de Nice,3 Place du Palais   Palais Rusca  ,6357,NICE,+33 4 92 17 30 00,43.709165,7.270946,
Tribunal pour Enfants de Chartres,6 Rue du Palais de Justice  ,28019,CHARTRES,+33 2 37 18 77 54,48.4490898,1.486686,
Tribunal pour Enfants d'Evreux,Palais de Justice 30 Rue Joséphine ,27022,EVREUX CEDEX,+33 2 32 29 55 00,49.023877,1.15966,
Tribunal pour Enfants de Quimper,48 A quai de l'Odet  ,29327,QUIMPER,+33 2 98 82 88 06,47.992566,-4.108723,
Tribunal pour Enfants de Brest,32 Rue de Denver  ,29601,BREST,+33 2 98 44 66 44,48.3843442,-4.485484,
Tribunal pour Enfants de Bastia,Rond Point de Moro Giafferi  ,20407,BASTIA CEDEX,+33 4 95 55 23 61,42.7021365,9.4507475,
Tribunal pour Enfants de Toulouse,2 allées Jules Guesde BP 7015 ,31068,TOULOUSE CEDEX 7,+33 5 34 31 79 80,43.593022,1.444409,
Tribunal pour Enfants de Nîmes,Nouveau Palais de Justice Boulevard des Arènes ,30000,NIMES,+33 4 66 76 47 00,43.8343479,4.3590266,
Tribunal pour Enfants de Béziers,1 Place de la Révolution C.S. 604 ,34535,BEZIERS,+33 4 67 49 60 04,43.3416465,3.2107551,
Tribunal pour Enfants d'Auch,Rue Victor Hugo  ,32008,AUCH,+33 5 62 61 67 00,43.6528478,0.5729357,
Tribunal pour Enfants de Rennes,Cité Judiciaire 7 Rue Pierre Abélard   B.P. 3125 ,35031,RENNES CEDEX,+33 2 99 65 37 37,48.1117611,-1.6802654,
Tribunal pour Enfants de Montpellier,Place Pierre Flotte  ,34040,MONTPELLIER,+33 4 67 12 61 51,43.6104379,3.868906,
Tribunal pour Enfants de Châteauroux,Place Lucien Germereau B.P. 577 ,36019,CHATEAUROUX,+33 2 54 60 35 25,46.8090392,1.6935539,
Tribunal pour Enfants de Saint-Malo,18 Avenue Jean Jaurès  ,35400,ST MALO,+33 2 99 56 74 55,48.6483603,-2.0060383,
Tribunal pour Enfants de Dax,Rue des Fusillés B.P. 355 ,40107,DAX,+33 5 58 56 88 20,43.709466,-1.051532,
Tribunal pour Enfants de Grenoble,Place Firmin Gautier B.P. 100 ,38019,GRENOBLE CEDEX 1,+33 4 38 21 22 21,45.1908688,5.71143,
Tribunal pour Enfants de Cahors,Boulevard Léon Gambetta B.P. 289 ,46010,CAHORS,+33 5 65 23 46 50,44.450094,1.440018,
Tribunal pour Enfants de Roanne,2 Rue Bayard B.P. 1279 ,42328,ROANNE CEDEX,+33 4 77 72 71 72,46.0373279,4.0682927,
Tribunal pour Enfants de Mende,Boulevard Henri Bourillon  ,48000,MENDE,+33 4 66 65 28 11,44.516188,3.49822,
Tribunal pour Enfants d'Agen,Place Armand Fallières  ,47916,AGEN,+33 5 53 77 95 00,44.2007546,0.6172994,
Tribunal pour Enfants de Cherbourg,15 Rue des Tribunaux B.P. 740 ,50107,CHERBOURG OCTEVILLE CEDEX,+33 2 33 01 61 61,49.638055,-1.62321,
Tribunal pour Enfants d'Angers,Palais de Justice Rue Waldeck Rousseau ,49043,ANGERS CEDEX,+33 2 41 20 51 00,47.4712741,-0.5440579,
Tribunal pour Enfants de Reims,Place Myron Herrick  ,51095,REIMS CEDEX,+33 3 26 49 53 53,49.2545811,4.0317319,
Tribunal pour Enfants de Coutances,Rue du Palais de Justice B.P. 719 ,50207,COUTANCES CEDEX,+33 2 33 76 68 23,49.049118,-1.442756,
Tribunal pour Enfants de Metz,Rue Haute Pierre B.P. 41045 ,57036,METZ CEDEX 01,+33 3 87 56 75 00,49.1170563,6.1714563,
Tribunal pour Enfants de Chaumont,Rue du Palais B.P. 2061 ,52903,CHAUMONT,+33 3 25 32 84 20,48.112727,5.136812,
Tribunal pour Enfants de Bayonne,Avenue de la Légion Tchèque  ,64100,BAYONNE,+33 5 59 44 54 42,43.4928709,-1.4881017,
Tribunal pour Enfants de Clermont-Ferrand,Palais de Justice 16 Place de l'Etoile ,63033,CLERMONT FERRAND,+33 4 73 31 77 00,45.779422,3.080691,
Tribunal pour Enfants de Tarbes,Rue du Maréchal Foch  ,65000,TARBES,+33 5 62 51 77 00,43.231872,0.076531,
Tribunal pour Enfants de Pau,Place de la Libération  ,64034,PAU,+33 5 59 82 46 00,43.2976804,-0.3712257,
Tribunal pour Enfants de Soissons,76 rue Saint-Martin  ,2209,SOISSONS CEDEX,+33 3 23 76 39 39,49.3804223,3.3280404,
Tribunal pour Enfants de Bourg-en-Bresse,3 rue Paul Pioda CF 70252 ,1006,BOURG EN BRESSE CEDEX,+33 4 74 24 19 53,46.2048263,5.2255015,
Tribunal pour Enfants de Grasse,37 Avenue Pierre Semard B.P. 71029 ,6133,GRASSE,+33 4 92 60 72 85,43.656694,6.928526,
Tribunal pour Enfants de Moulins,20 Rue de Paris B.P. 1627 ,3016,MOULINS CEDEX,+33 4 70 20 44 60,46.5683737,3.330534,
Tribunal pour Enfants de Mulhouse,44 Avenue Robert Schumann  ,68061,MULHOUSE CEDEX 3,+33 3 89 66 10 44,47.7530337,7.3439933,
Tribunal pour Enfants de Perpignan,5 Bd des Pyrénées B.P. 921 ,66921,PERPIGNAN CEDEX,+33 4 68 51 97 40,42.6966749,2.8884076,
Tribunal pour Enfants d'Albi,Place du Palais B.P. 156 ,81005,ALBI,+33 5 63 49 49 82,43.9266871,2.1459039,
Tribunal pour Enfants d'Amiens,8 Rue Pierre Dubois  ,80027,AMIENS CEDEX 1,+33 3 22 82 35 00,49.8921893,2.3017157,
Tribunal pour Enfants de Montauban,Place du Coq  ,82013,MONTAUBAN,+33 5 63 21 40 00,44.016847,1.353339,
Tribunal pour Enfants de Castres,4 Rue du Palais B.P. 409 ,81108,CASTRES,+33 5 63 51 93 00,43.605796,2.23817,
Tribunal pour Enfants de Draguignan,Palais de Justice 11 Rue Pierre Clément  B.P. 273 ,83007,DRAGUIGNAN,+33 4 94 60 57 00,43.537228,6.447793,
Tribunal pour Enfants de Limoges,Annexe du Palais de Justice 23 Place Winston Churchill ,87031,LIMOGES,+33 5 55 11 81 50,45.8312905,1.2542406,
Tribunal pour Enfants de La Roche-Sur-Yon,55 Boulevard Aristide Briand B.P. 833 ,85021,LA ROCHE SUR YON CEDEX,+33 2 51 47 61 00,46.6710017,-1.4322826,
Tribunal pour Enfants de Tours,2 Place Jean-Jaurès  ,37928,TOURS CEDEX,+33 2 47 60 26 60,47.3900896,0.6897644,
Tribunal pour Enfants de Nantes,Quai François Mitterrand  ,44921,NANTES CEDEX 9,+33 2 51 17 96 74,47.207549,-1.557124,
Tribunal pour Enfants de Saint-Nazaire,77 Rue Albert de Mun B.P. 263 ,44606,ST NAZAIRE,+33 2 40 00 30 10,47.278845,-2.214212,
Tribunal pour Enfants de Saint-Etienne,Place du Palais de Justice  ,42022,ST ETIENNE CEDEX 1,+33 4 77 43 34 30,45.4379283,4.3842586,
Tribunal pour Enfants du Puy-en-Velay,Place du Breuil  ,43011,LE PUY EN VELAY,+33 4 71 09 05 70,45.0420584,3.8838852,
Tribunal pour Enfants de Châlons-en-Champagne,16 Rue de Toussaint  ,51000,CHALONS EN CHAMPAGNE,+33 3 26 66 10 42,48.958624,4.3597352,
Tribunal pour Enfants de Lorient,Rue Maître Esvelin Porte B ,56325,LORIENT,+33 2 97 84 12 81,47.7505991,-3.3672637,
Tribunal pour Enfants de Montargis,84 Rue du Général Leclerc  ,45207,MONTARGIS CEDEX,+33 2 38 87 59 00,47.9988918,2.7297794,
Tribunal pour Enfants d'Orléans,7 Rue des Huguenots  ,45044,ORLEANS CEDEX 1,+33 2 38 74 58 34,47.9049637,1.9072668,
Tribunal pour Enfants de Cambrai,Château de Selles  Rue Freissart B.P. 379 ,59407,CAMBRAI CEDEX,+33 3 27 73 37 37,50.1753508,3.2343689,
Tribunal pour Enfants de Douai,47 Rue Merlin de Douai  ,59507,DOUAI,+33 3 27 93 27 68,50.3691673,3.0782007,
Tribunal pour Enfants de Vannes,22 Place de la République B.P. 503 ,56019,VANNES CEDEX,+33 2 97 43 77 09,47.656336,-2.761394,
Tribunal pour Enfants de Nevers,Place du Palais B.P. 6 ,58019,NEVERS CEDEX,+33 3 86 93 44 44,46.986588,3.157571,
Tribunal pour Enfants de Valenciennes,6 Avenue des Dentellières B.P. 349 ,59304,VALENCIENNES,+33 3 27 14 67 00,50.3568459,3.5212273,
Tribunal pour Enfants de Beauvais,20 Boulevard Saint-Jean B.P. 325 ,60021,BEAUVAIS CEDEX,+33 3 44 79 60 16,49.429088,2.075929,
Tribunal pour Enfants de Dunkerque,Place du Palais de Justice B.P. 6365 ,59385,DUNKERQUE CEDEX 1,+33 3 28 23 53 00,51.031136,2.374939,
Tribunal pour Enfants de Lille,13 Avenue du Peuple Belge B.P. 729 ,59034,LILLE CEDEX,+33 3 20 78 33 33,50.6422913,3.0632515,
Tribunal pour Enfants d'Alençon,Place Foch  ,61014,ALENCON,+33 2 33 82 25 17,48.430277,0.0828104,
Tribunal pour Enfants d'Arras,13 Rue Roger Salengro  ,62008,ARRAS,+33 3 21 51 84 40,50.2938427,2.7685987,
Tribunal pour Enfants de Compiègne,11 Rue Henri de Séroux B.P. 80059 ,60321,COMPIEGNE,+33 3 44 38 35 35,49.417087,2.82813,
Tribunal pour Enfants de Senlis,Cité Judiciaire Boulevard Pasteur   B.P. 112 ,60309,SENLIS CEDEX,+33 3 44 53 91 00,49.210439,2.58386,
Tribunal pour Enfants de Saverne,7 Rue du Tribunal B.P. 50135 ,67703,SAVERNE CEDEX,+33 3 88 71 61 80,48.74059,7.364851,
Tribunal pour Enfants de Strasbourg,1 Quai Finkmatt B.P. 1030 F ,67070,STRASBOURG CEDEX,+33 3 88 75 27 56,48.5870345,7.7466246,
Tribunal pour Enfants de Béthune,Place Lamartine B.P. 716 ,62407,BETHUNE CEDEX,+33 3 21 68 72 00,50.534256,2.638276,
Tribunal pour Enfants de Boulogne-Sur-Mer,Place de la Résistance  ,62322,BOULOGNE SUR MER,+33 3 21 99 61 23,50.725134,1.612177,
Tribunal pour Enfants du Mans,Cité Judiciaire 1 Avenue Paul Mendès-France ,72014,LE MANS CEDEX,+33 2 43 83 78 01,48.0077158,0.1985787,
Tribunal pour Enfants de Chambéry,Place du Palais de Justice B.P. 1023 ,73010,CHAMBERY CEDEX,+33 4 79 33 60 09,45.568124,5.918642,
Tribunal pour Enfants de Colmar,Place du Marché aux Fruits  ,68027,COLMAR CEDEX,+33 3 89 20 56 00,48.075511,7.3584175,
Tribunal pour Enfants de Mâcon,Palais de Justice 8 Rue de la Préfecture ,71017,MACON CEDEX,+33 3 85 39 92 00,46.3076337,4.8326325,
Tribunal pour Enfants de Thonon-les-Bains,10; rue de l'Hôtel Dieu BP 50 529 ,74200,THONON LES BAINS,+33 4 50 81 20 00,46.3689144,6.4788028,
Tribunal pour Enfants de Dieppe,Palais de Justice  Square Carnot B.P. 229 ,76204,DIEPPE CEDEX,+33 2 35 82 75 55,49.924564,1.083359,
Tribunal pour Enfants d'Annecy,51 rue Sommeiller B.P. 2321 ,74011,ANNECY CEDEX,+33 4 50 10 17 00,45.9023987,6.1262784,
Tribunal pour Enfants de Bonneville,18 Quai du Parquet  ,74136,BONNEVILLE CEDEX,+33 4 56 30 90 00,46.0790376,6.4045304,
Tribunal pour Enfants d'Epinal,Place Edmond Henry B.P. 575 ,88020,EPINAL,+33 3 29 34 53 53,48.1745814,6.4515713,
Tribunal pour Enfants du Havre,125 bis  Bd de Strasbourg B.P. 6 ,76083,LE HAVRE CEDEX,+33 2 32 92 57 40,49.4927431,0.1165952,
Tribunal pour Enfants de Melun,2 Avenue du Général Leclerc  ,77010,MELUN,+33 1 64 79 80 37,48.527225,2.653534,
Tribunal pour Enfants de Nanterre,179-191 Avenue Joliot Curie  ,92020,NANTERRE CEDEX,+33 1 40 97 10 10,48.8970987,2.2176603,
Tribunal pour Enfants de Belfort,9 place de la République  ,90020,BELFORT,+33 3 84 58 53 00,47.639285,6.861898,
Tribunal pour Enfants d'Evry,9 Rue des Mazières  ,91012,EVRY CEDEX,+33 1 60 76 78 00,48.6297484,2.4309592,
Tribunal pour Enfants de Basse-Terre,4 Boulevard Félix Eboué  ,97100,BASSE TERRE,+33 5 90 80 63 80,16.2681696,-61.5857963,
Tribunal pour Enfants de Pointe-à-Pitre,Place Gourbeyre  ,97110,POINTE A PITRE,+33 5 90 89 69 52,16.2411111,-61.5330556,
Tribunal pour Enfants de Créteil,Rue Pasteur Vallery Radot  ,94011,CRETEIL CEDEX,+33 1 49 81 16 00,48.7836024,2.4423209,
Tribunal pour Enfants de Pontoise,3 Rue Victor Hugo B.P. 220 ,95302,CERGY PONTOISE CEDEX,+33 1 72 58 70 00,49.0518084,2.1006419,
Tribunal pour Enfants de Saint-Denis-de-La Réunion,5 Avenue André Malraux B.P. 338 ,97494,STE CLOTILDE CEDEX,+33 2 62 40 24 17,-20.888016,55.46583,
Tribunal pour Enfants de Fort-de-France,Palais de Justice 35 Bd du Gal de Gaulle   BP 633 ,97200,FORT DE FRANCE,+33 5 96 48 41 41,14.637392,-61.069045,
Tribunal pour Enfants de Cayenne,Avenue du Général de Gaulle  ,97300,CAYENNE,+33 5 94 29 76 30,4.9383192,-52.3294682,
Tribunal pour Enfants de Nouméa,2 Boulevard Extérieur B.P. F4 ,98848,NOUMEA CEDEX,+687 27 93 50,-22.2747558,166.4490616,
Tribunal pour Enfants de Mata-Utu,Tribunal de Première Instance de MATA-UTU ,98600,UVEA,+681 72 27 15,-13.2833333,-176.1833333,
Tribunal pour Enfants de Thionville,Quai Marchal B.P. 80348 ,57125,THIONVILLE CEDEX,+33 3 82 82 43 50,49.3580493,6.169636,
Tribunal pour Enfants d'Avesnes-sur-Helpe,10 Place Guillemin  ,59440,AVESNES SUR HELPE,+33 3 27 56 13 00,50.1227092,3.9319415,
Tribunal pour Enfants de Saint-Omer,3 Rue des Tribunaux B.P. 376 ,62505,ST OMER CEDEX,+33 3 21 98 79 85,50.7484602,2.2534883,
Tribunal pour Enfants de Briey,4 Rue du Maréchal Foch ou 9 Place de l'Eglise ,54151,BRIEY CEDEX,+33 3 82 47 56 27,49.2872145,5.9632071,
Tribunal pour Enfants de Nancy,Cité Judiciaire  ,54035,NANCY CEDEX,+33 3 83 90 85 00,48.6907887,6.1825044,
Tribunal pour Enfants de Verdun,Place Saint-Paul  ,55107,VERDUN CEDEX,+33 3 29 86 14 05,49.163768,5.3844849,
Tribunal pour Enfants de Sarreguemines,Place du Général Sibille B.P. 71129 ,57216,SARREGUEMINES CEDEX,+33 3 87 28 31 00,49.108781,7.068461,
Tribunal pour Enfants de Digne-les-Bains,6 Place des Recollets  ,4014,DIGNE LES BAINS,+33 4 92 31 05 21,44.0918373,6.2396215,
Tribunal pour Enfants de Gap,Palais de Justice Place Saint-Arnoux ,5007,GAP CEDEX,+33 4 92 40 70 00,44.5574443937,6.07748196428,
Tribunal pour Enfants de Privas,Cours du Palais  ,7000,PRIVAS,+33 4 75 66 40 00,44.734646,4.60017,
Tribunal pour Enfants de Charleville-Mézières,9 Esplanade du Palais de Justice  ,8000,CHARLEVILLE MEZIERES,+33 3 24 57 29 23,49.760902,4.7216075,
Tribunal pour Enfants de Saint-Quentin,Rue Victor Basch B.P. 645/1 ,2322,ST QUENTIN CEDEX,+33 3 23 05 89 00,49.84719,3.285475,
Tribunal pour Enfants de Lons-Le-Saunier,11 Rue Pasteur B.P. 20344 ,39015,LONS LE SAUNIER CEDEX,+33 3 84 35 13 00,46.67339,5.556862,
Tribunal pour Enfants de Mont-de-Marsan,5 Avenue du 8 mai 1945 B.P. 315 ,40011,MONT DE MARSAN,+33 5 58 85 41 64,43.893023,-0.501646,
Tribunal pour Enfants de Blois,Place de la République  ,41018,BLOIS CEDEX,+33 2 54 44 60 99,47.589372,1.3338,
Tribunal pour Enfants de Foix,Palais de Justice  Rue du Rocher B.P. 78 ,9008,FOIX CEDEX,+33 5 61 09 19 26,42.9639801,1.6070809,
Tribunal pour Enfants de Bourgoin-Jallieu,10 Rue du Tribunal B.P. 648 ,38317,BOURGOIN JALLIEU CEDEX,+33 4 74 28 78 78,45.586789,5.276511,
Tribunal pour Enfants de Saint-Brieuc,Parc des Promenades  ,22023,ST BRIEUC CEDEX 1,+33 2 96 62 30 07,48.5139819,-2.7626027,
Tribunal pour Enfants de Libourne,22 Rue Thiers B.P. 202 ,33505,LIBOURNE CEDEX,+33 5 57 55 36 80,44.913816,-0.244407,
Tribunal pour Enfants de Paris,4 Boulevard du Palais  ,75055,PARIS,+33 1 44 32 54 34,48.8548767,2.3454235,
Tribunal pour Enfants de Lyon,67 Rue Servient  ,69433,LYON CEDEX 03,+33 4 72 60 70 12,45.7603055,4.8465698,
Tribunal pour Enfants de Poitiers,19 Rue Paul Bert  ,86000,POITIERS,+33 5 49 50 26 40,46.5849263,0.3404148,
