intitule,adresse,codepostal,ville,telephone,latitude,longitude,
Antenne de justice de Creutzwald,12 rue du Général Cochois  ,57150,CREUTZWALD,+33 3 87 93 15 60,49.20601,6.696976,
Tribunal de grande instance de Nantes,Palais de justice  19 quai François Mitterand,44921,NANTES CEDEX 9,02 51 17 95 00,47.2075781543,-1.56134043257,
Centre pénitentiaire d'Aix-Luynes,  ,13085,AIX EN PROVENCE CEDEX 2,+33 4 42 37 93 00,43.51759,5.379534,
Pôle territorial de formation PJJ Réunion-Mayotte (Sud-Ouest),55; rue du Bois de Nèfles  ,97400,SAINT-DENIS,0262.21.70.11,-20.8885043,55.4580481,
Centre pénitentiaire de Toulouse-Seysses,ZA SEGLA  Rue Danielle Cazanova BP 85     SEYSSES ,31603,MURET CEDEX,+33 5 61 56 68 68,43.4593159,1.3266708,
Point d'Accès au Droit de Nontron,Place Raymond Boucharel  ,24300,NONTRON,05 53 06 39 33,45.53482,0.680375,
Service d'Aide aux victimes; d'Information et de médiation,49 Bouvard Lascrosses  ,31000,TOULOUSE,+33 5 62 30 09 82,43.608456,1.4290534,
Tribunal pour Enfants d'Ajaccio,4 boulevard Masseria BP 47 ,20181,AJACCIO CEDEX 1,+33 4 95 23 77 72,41.925605,8.736978,
Délégué du Médiateur de Nancy,  ,54000,NANCY,,48.687251,6.171022,
Point d'accès au droit de Bastia,Union Départementale des Associations Familiales (UDAF) 4 cours Pierangel ,20200,BASTIA,+33 4 95 32 67 86,42.69848,9.451013,
Conseil Départemental d'Accès au Droit de Haute-Corse,Tribunal de Grande Instance Rond-Point de Moro Giafferi ,20407,Bastia,+33 4 95 55 23 00,42.7021365,9.4507475,
Permanence d’information et d’orientation juridiques de Zicavo,Mairie Quartier Eglise ,20132,ZICAVO,+33 4 95 24 40 05,41.909662,9.1302783,
Permanence d’information et d’orientation juridiques de Vico,Mairie Cours Joseph Colonna ,20160,VICO,+33 4 95 26 60 58,42.1667978,8.7977939,
Permanence d’information et d’orientation juridiques d'Ile Rousse,Centre Simi 6 avenue Paul Doumer ,20220,L ILE ROUSSE,+33 4 95 11 03 20,42.6323759,8.941089,
Conseil de Prud'hommes de La Rochelle,6 Rue Eugène Thomas B.P. 216 ,17011,LA ROCHELLE CEDEX 1,+33 5 46 41 21 16,46.156041,-1.14584,
Tribunal de Grande Instance du Mans,Cité Judiciaire 1 Avenue Pierre Mendès-France ,72014,LE MANS CEDEX 2,+33 2 43 83 77 00,48.0064699,0.1997661,
Conseil de Prud'hommes de Marseille,6 Rue Rigord  ,13007,MARSEILLE,+33 4 91 13 62 01,43.291502,5.370839,
Conseil de Prud'hommes de Martigues,Centre Commercial Paradis Saint-Roch ,13500,MARTIGUES,+33 4 42 80 45 53,43.409536,5.037637,
Conseil de Prud'hommes d'Arles,41 rue de la République  ,13200,ARLES,+33 4 90 52 08 70,43.676287,4.6266861,
Conseil de Prud'hommes d'Aix-en-Provence,Rue Gauffrédy B.P. 78 ,13602,AIX EN PROVENCE CEDEX 1,+33 4 42 93 35 05,43.530333,5.439834,
Permanence d’information et d’orientation juridiques de Propriano,Mairie Avenue Napoléon ,20110,PROPRIANO,+33 4 95 76 00 44,41.675604,8.900991,
Permanence d’information et d’orientation juridiques de Porto Vecchio,Service social de la Mairie Rue du Stazzale ,20137,PORTO VECCHIO,+33 4 95 72 01 97,41.59398,9.278243,
Conseil de Prud'hommes de Lisieux,49 Rue de Paris  ,14107,LISIEUX CEDEX,+33 2 31 48 55 70,49.147138,0.2339,
Conseil de Prud'hommes de Guéret,24 Avenue de la Sénatorerie  ,23000,GUERET,+33 5 55 52 31 64,46.1656022,1.870811,
Point d'accès au droit de Beaucaire,Police Municipale 58 rue Nationale ,30300,BEAUCAIRE,+33 4 66 76 48 90,43.807378,4.640984,
Conseil de Prud'hommes de Tulle,Quai Gabriel Péri  ,19000,TULLE,+33 5 55 20 45 02,45.263366,1.767924,
Point d'accès au droit de Sommières,Mairie 27 quai Frédéric Gaussorgues ,30250,SOMMIERES,+33 4 66 80 88 00,43.7825409,4.0894466,
Point d'accès au droit de Saint-Gilles,Maison de quartier Rue des Tourterelles ,30800,ST GILLES,+33 4 66 38 03 29,43.6803006,4.4343491,
Point d'accès au droit de Roquemaure,Point de Justice Rue Jean-Baptiste Fabre ,30150,ROQUEMAURE,+33 4 66 82 98 38,44.0521919,4.7794695,
Conseil Départemental d'Accès au Droit du Gard,Tribunal de Grande Instance Boulevard des Arènes ,30000,Nîmes,+33 4 66 76 48 90,43.8343479,4.3590266,
Tribunal de Grande Instance de Blois,Place de la République  ,41018,BLOIS CEDEX,+33 2 54 44 60 99,47.589372,1.3338,
Conseil de Prud'hommes de Brive-la-Gaillarde,6 Rue Saint Bernard  ,19100,BRIVE LA GAILLARDE,+33 5 55 17 74 17,45.157501,1.531457,
Conseil de Prud'hommes de Bourges,1 Place Henri Mirpied  ,18014,BOURGES CEDEX,+33 2 48 23 01 20,47.0866001,2.3928513,
Maison de Justice et du Droit de Bagnols-sur-Cèze,41 Rue Marc Sangnier  ,30200,Bagnols-sur-Cèze,+33 4 66 39 65 15,44.158996,4.618642,
Point d'accès au droit de Boulogne-sur-Gesse,Mairie Place de la Mairie ,31350,BOULOGNE SUR GESSE,+33 5 61 88 20 38,43.2905019,0.6457195,
Conseil de Prud'hommes de Valence,"""Le Forum""   7 Avenue de Verdun B.P. 2140 ",26021,VALENCE CEDEX,+33 4 75 43 09 85,44.930308,4.927628,
Conseil de Prud'hommes de Montélimar,Palais de Justice B.P. 271 ,26207,MONTELIMAR CEDEX,+33 4 75 00 66 40,44.556384,4.755834,
Point d'accès au droit de Blagnac,Mairie Place Jean-Louis Puig ,31700,BLAGNAC,+33 5 61 71 72 00,43.634768,1.3972242,
Point d'accès au droit de Cornebarrieu,Service de l'action sociale Espace social du Languedoc 2 place du Languedoc,31700,CORNEBARRIEU,+33 5 62 13 43 93,43.6115657,1.270667,
Point d'accès au droit de Colomiers,Mairie 1 place de l'Hôtel de Ville ,31773,COLOMIERS CEDEX,+33 5 61 15 24 90,43.6108889,1.3348287,
Point d'accès au droit de Castanet- Tolosan,Mairie 68 avenue de Lauragais ,31320,CASTANET TOLOSAN,+33 5 62 71 70 40,43.5164027,1.4982989,
Point d'accès au droit de Carbonne,Mairie Place Jules Ferry ,31390,CARBONNE,+33 5 61 87 80 03,43.2938618,1.2261525,
Cour d'Appel de Toulouse,10 Place du Salin BP 7008 ,31068,TOULOUSE CEDEX 7,+33 5 61 33 74 74,43.5947145,1.443987,
Point d'accès au droit de Le Vigan,Maison de Pays Place Triaire ,30120,LE VIGAN,+33 4 67 81 01 72,43.991831,3.606056,
Maison de Justice et du Droit de Vauvert,"""La Salicorne"" Rue Emile Zola ",30600,Vauvert,+33 4 66 88 88 40,43.693618,4.274174,
Point d'accès au droit d'Uzès,Mairie 1 place du Duché ,30700,UZES,+33 4 66 03 48 48,44.013235,4.4200503,
Point d'accès au droit de Balma,Noncesse Accueil 2 rue Paul Gauguin ,31130,BALMA,+33 5 61 24 92 62,43.595546,1.506978,
Point d'accès au droit de Bagnères-De-Luchon,Mairie 23 allée Etigny ,31110,BAGNERES DE LUCHON,+33 5 61 94 68 68,42.7912043,0.5911887,
Point d'accès au droit d'Auterive,Mairie Place du 11 novembre ,31190,AUTERIVE,,43.3522577,1.4779028,
Conseil départemental d'accès au droit de la Haute-Garonne,Tribunal de grande instance 3 place du Salin BP 7015,31068,TOULOUSE CEDEX 7,+33 5 61 33 70 70,43.594254,1.44436,
Conseil de Prud'hommes de Brest,150 rue Ernest Hemingway Bâtiment QUAI OUEST CS 51864 ,29218,BREST CEDEX 2,+33 2 98 20 75 10,48.385604,-4.478591,
Conseil de Prud'hommes de Dreux,Palais de Justice Place Anatole France ,28100,DREUX,+33 2 37 46 43 62,48.736213,1.364169,
Conseil de Prud'hommes de Châteaudun,Square de la Madeleine B.P. 122 ,28205,CHATEAUDUN CEDEX,+33 2 37 45 41 01,48.069054,1.325144,
Conseil de Prud'hommes de Chartres,3 Rue des Bouchers  ,28000,CHARTRES,+33 2 37 36 57 84,48.4433909,1.4875008,
Point d'accès au droit de Lacroix- Falgarde,Mairie Avenue des Pyrénées ,31120,LACROIX FALGARDE,+33 5 61 76 24 95,43.5026374,1.4116166,
Conseil de Prud'hommes d'Ajaccio,Jardin du Centre Chemin de Loreto ,20090,AJACCIO,+33 4 95 51 11 85,41.931121,8.729629,
Point d'accès au droit de Labège,Mairie Rue de la Croix Rose ,31670,LABEGE,+33 5 62 24 44 44,43.53088,1.5300698,
Point d'accès au droit de L'Isle En Dodon,Mairie Place du Château ,31230,L ISLE EN DODON,+33 5 61 94 53 53,43.4155682,0.8639674,
Point d'accès au droit de Frouzins,Mairie 9 rue Guillaume Berdeil ,31270,FROUZINS,+33 5 34 47 06 50,43.5152724,1.3230104,
Point d'accès au droit de Fronton,Mairie 51 avenue Adrien Escudier ,31620,FRONTON,+33 5 62 79 92 10,43.8397479,1.3883831,
Point d'accès au droit de Le Fousseret,Mairie 1 rue de la Tour ,31430,LE FOUSSERET,+33 5 61 98 50 10,43.2825886,1.066373,
Point d'accès au droit d'Escalquens,Maison de la Solidarité Mairie Place François Mitterand,31750,ESCALQUENS,+33 5 62 71 56 78,43.5180375,1.5616781,
Point d'accès au droit de Grenade,Siège de la Communauté de communes Rue des Pyrénées ,31330,GRENADE,+33 5 61 82 85 55,43.761708,1.301746,
Maison de la Justice et du Droit de Tournefeuille,7 Rue Paul Valéry  ,31170,Tournefeuille,+33 5 61 78 69 18,43.57802,1.338732,
Conseil de Prud'hommes d'Auch,Chemin de la Réthourie  ,32000,AUCH,+33 5 62 05 47 42,43.63814,0.62298,
Point d'accès au droit de Saint-Geniès-Bellevue,Mairie 25 rue Principale ,31180,ST GENIES BELLEVUE,+33 5 62 89 00 00,43.6842225,1.4859816,
Conseil départemental d'accès au droit du Gers,Tribunal de grande instance allée d'Etigny ,32008,AUCH CEDEX,+33 5 62 61 67 02,43.6476621,0.5851595,
Cour d'Appel d'Agen,Place Armand Fallières ou Avenue de Lattre de Tassigny ,47916,AGEN CEDEX 9,+33 5 53 77 95 00,44.200669,0.616701,
Point d'accès au droit de Villemur-sur-Tarn,Mairie Place Charles Ourgaut ,31340,VILLEMUR SUR TARN,+33 5 61 37 61 20,43.8653548,1.5049787,
Point d'accès au droit de Villefranche De Lauragais,Maison de l'Emploi 132 rue de la République ,31290,VILLEFRANCHE DE LAURAGAIS,+33 5 61 27 23 06,43.4008277,1.7145175,
Point d'accès au droit de Quint-Fonsegrives,Mairie Hôtel de Ville ,31130,QUINT FONSEGRIVES,+33 5 61 24 92 49,43.5855808,1.5294704,
Point d'accès au droit de Muret,Centre communal d'action sociale (CCAS) - Point d'Accès au Droit renforcé de Muret 22 rue Joseph Gasc ,31600,MURET,+33 5 61 51 90 50,43.4593159,1.3266708,
Point d'accès au droit de Montgiscard,SIVOS RN 113 ,31450,MONTGISCARD,+33 5 62 71 74 54,43.470476,1.555707,
Conseil de Prud'hommes de Nîmes,46 rue Porte de France  ,30000,NIMES,+33 4 66 67 27 45,43.8335183,4.3573456,
Conseil de Prud'hommes d'Alès,32-34 Quai Boissier de Sauvages  ,30100,ALES,+33 4 66 54 31 20,44.1273133,4.0767898,
Point d'accès au droit de Revel,Mairie 7 rue Georges Sabo ,31250,REVEL,+33 5 62 18 71 40,43.4576147,2.005793,
Maison de Justice et du Droit des Hauts de Garonne,Le Carré d'Iris 45 Avenue de la Libération B.P. 105,33305,Lormont cedex,+33 5 57 77 74 60,44.868886,-0.530938,
Relais d'accès au droit de Libourne,Centre d'Information sur les Droits des Femmes et des Familles (CIDFF) 1 rue Montesquieu ,33500,LIBOURNE,+33 5 57 51 93 92,44.915234,-0.244773,
Conseil de Prud'hommes de Tours,Cité Adminis. Champs Girault 2 Rue A. Dennery    B.P. 2605 ,37026,TOURS CEDEX 1,+33 2 47 70 46 00,47.394189,0.694506,
Conseil de Prud'hommes de Saint-Malo,18 Avenue Jean-Jaurès B.P. 27 ,35401,ST MALO CEDEX,+33 2 99 56 73 00,48.6483603,-2.0060383,
Relais d'accès au droit de La Teste De Buch,Centre Communal d'Action Sociale de la Teste 12 rue du Parc de l'Estey (Coqs Rouges) ,33260,LA TESTE DE BUCH,+33 5 57 73 69 80,44.6187813,-1.1578784,
Point d'accès au droit de Saint-Ciers-sur-Gironde,Maison de la solidarité 17 avenue André Lafon ,33820,ST CIERS SUR GIRONDE,+33 5 57 32 66 99,45.2909867,-0.6090877,
Relais d'accès au droit de Podensac,CDC du canton de Podensac 12 rue du Maréchal Leclerc de Hauteclocque ,33720,PODENSAC,+33 5 56 01 28 69,44.6529498,-0.3593362,
Conseil de Prud'hommes de Grenoble,Place Firmin Gautier BP 140 ,38019,GRENOBLE CEDEX 1,+33 4 38 21 21 80,45.190629,5.711582,
Permanence d’information et d’orientation juridiques d'Auch,Tribunal de grande instance Palais de Justice Allées d'Etigny,32000,AUCH,+33 5 62 61 67 27,43.6476621,0.5851595,
Relais d'accès au droit de Langon,CDC du pays de Langon 11 allée Garros ,33211,LANGON CEDEX,+33 5 56 01 28 69,44.5566702,-0.2492244,
Maison de Justice et du Droit de Bordeaux,2 Place Ravezies Entrée A_3ème étage ,33000,Bordeaux,+33 5 56 11 27 10,44.866078,-0.575237,
Conseil départemental d'accés au droit de Bordeaux,30 rue des frères Bonie  ,33077,BORDEAUX CEDEX,+33 5 56 01 34 71,44.836622,-0.580456,
Conseil de Prud'hommes de Béziers,53; avenue Jean Moulin  ,34545,BEZIERS CEDEX,+33 4 67 30 92 00,43.347718,3.221412,
Point d'accès au droit de St Martin De Londres,Maison de pays Route du Littoral ,34380,ST MARTIN DE LONDRES,+33 4 67 55 09 78,43.786955,3.7337846,
Maison de Justice et du Droit de Lunel,19 Rue Alfonse Ménard  ,34400,Lunel,+33 4 67 83 61 54,43.679152,4.130993,
Point d'accès au droit de Lodève,Mairie Place de l'Hôtel de ville ,34700,LODEVE,+33 6 84 47 71 98,43.7318921,3.318138,
Relais d'accès au droit de Dol De Bretagne,Centre communal d'action sociale (CCAS) 1 Grande rue des Stuarts ,35120,DOL DE BRETAGNE,,48.5497818,-1.7543448,
Conseil départemental d'accés au droit d'Ille-et-Vilaine,Tribunal de grande instance Cité judiciaire 7 rue Pierre Abélard,35031,RENNES CEDEX,+33 2 99 65 37 37,48.1055643,-1.6867364,
Conseil de Prud'hommes de Cahors,Quai Cavaignac Immeuble le Cavaignac ,46000,CAHORS,+33 5 65 22 62 70,44.441536,1.438912,
Point d'accès au droit de Sète,Centre social Gabino Boulevard Pierre Mendes France ile de Thau,34207,SETE CEDEX,+33 4 67 74 06 24,43.407486,3.66521,
Conseil de Prud'hommes de Mont-de-Marsan,8 Rue du Maréchal Bosquet  ,40000,MONT DE MARSAN,+33 5 58 46 03 68,43.8895739,-0.5042169,
Conseil de Prud'hommes de Dax,Villa Gishia 55 Avenue Victor Hugo   BP 301 ,40107,DAX CEDEX,+33 5 58 74 29 74,43.69958,-1.055511,
Maison de Justice et du Droit d'Agde,Espace Mirabel Rue de la Solidarité ,34300,Agde,+33 4 67 35 83 60,43.31294,3.479264,
Conseil Départemental d'Accès au Droit de l'Hérault,Tribunal de Grande Instance Place Pierre Flotte ,34040,Montpellier,+33 4 67 12 62 95,43.610134,3.869204,
Conseil de Prud'hommes de Saint-Etienne,14 Rue de la Paix  ,42000,ST ETIENNE,+33 4 77 43 53 85,45.4392438,4.3849637,
Conseil de Prud'hommes de Roanne,Palais de Justice Place Georges Clémenceau ,42300,ROANNE,+33 4 77 44 48 38,46.039971,4.072783,
Conseil de Prud'hommes de Montbrison,Palais de Justice B.P. 259 ,42605,MONTBRISON CEDEX,+33 4 77 96 66 66,45.609722,4.064276,
Conseil départemental d'accès au droit de l'Indre et Loire,Place Jean-Jaurès  ,37008,TOURS CEDEX 1,+33 2 47 60 27 06,47.389354,0.689419,
Cour d'Appel d'Orléans,44 Rue de la Bretonnerie  ,45044,ORLEANS CEDEX 1,+33 2 38 74 58 20,47.9047677,1.9054466,
Guichet d'accès au droit,Tribunal de grande instance Place Lucien Germereau ,36000,CHATEAUROUX,+33 2 54 60 35 35,46.8090392,1.6935539,
Conseil départemental d'accès au droit de l'Indre,Place Lucien Germereau BP577 ,36019,CHATEAUROUX CEDEX,+33 2 54 60 35 35,46.807167,1.693225,
Conseil de Prud'hommes de Cherbourg,38 Rue François la Vieille  ,50108,CHERBOURG OCTEVILLE CEDEX,+33 2 33 94 47 47,49.641448,-1.625594,
Point d'accès au droit de Loches,Espace social 7 route de Tours ,37600,LOCHES,+33 2 47 59 23 30,47.1303171,0.9985698,
Pôle territorial de formation PJJ Pantin (Île de France),41; rue Delizy  ,93500,PANTIN,01.41.83.60.29,48.8975069,2.4076467,
Point d'accès au droit de Chinon,C.I.A.S. 10 rue des Courances ,37500,CHINON,+33 2 47 93 92 86,47.1653772,0.2484172,
Relais d'accès au droit de Redon,Centre communal d'action sociale (CCAS) 7 rue des Douves ,35600,REDON,+33 2 99 30 80 89,47.6504312,-2.0860688,
Conseil de Prud'hommes de Mende,Boulevard Henri Bourillon  ,48000,MENDE,+33 4 66 65 35 95,44.516188,3.49822,
Relais d'accès au droit de Montfort-sur-Meu,Hôtel de communauté 4 place du Tribunal Espace Dussolier,35160,MONTFORT SUR MEU,+33 2 99 30 80 89,48.1380053,-1.9553252,
Relais d'accès au droit de Vitré,Centre social 27 rue notre Dame ,35500,VITRE,+33 2 99 75 04 60,48.1246864,-1.2113048,
Relais d'accès au droit de Saint-Malo,Centre social de Bougainville 12 rue du Grand passage ,35400,ST MALO,+33 2 99 81 63 47,48.6392219,-1.9928166,
Relais d'accès au droit de Retiers,Maison du développement 16 rue Pasteur ,35240,RETIERS,+33 2 99 43 64 87,47.9133052,-1.3797676,
Permanence d’information et d’orientation juridiques de Vienne,Tribunal de grande instance Palais de Justice 27 rue de Bourgogne,38200,VIENNE,,45.5254375,4.8728543,
Permanence d’information et d’orientation juridiques de Grenoble,Maison de l'Avocat 45 rue Pierre Sémard ,38000,GRENOBLE,+33 4 76 15 10 36,45.191861,5.710662,
Permanence d’information et d’orientation juridiques de Fontaine,Salle Marguerite Tavel - Quartier Les Floralies Rue Marguerite Tavel ,38600,FONTAINE,+33 4 76 27 88 61,45.189575,5.686267,
Permanence d’information et d’orientation juridiques de Bourgoin Jallieu,Association ARS 5 rue des Charmettes ,38300,BOURGOIN JALLIEU,+33 4 74 43 97 67,45.5936525,5.2812688,
Conseil de Prud'hommes de Longwy,16/18 Rue du Colonel Merlin B.P.195 ,54401,LONGWY CEDEX,+33 3 82 24 29 27,49.516544,5.769729,
Conseil de Prud'hommes de Laval,155 Rue de Bretagne  ,53000,LAVAL,+33 2 43 69 24 86,48.0701891,-0.7878464,
Conseil de Prud'hommes de Chaumont,Palais de Justice  Bât.B B.P. 2061 ,52903,CHAUMONT CEDEX 9,+33 3 25 03 12 00,48.075132,5.119718,
Maison de Justice et du Droit de Villefontaine,"Place du 11 Novembre 1918 ""Le Village"" ",38090,Villefontaine,+33 4 74 96 94 67,45.614537,5.163858,
Centre de Détention de Bapaume,Chemin des Anzacs  ,62451,BAPAUME CEDEX,+33 3 21 60 10 10,50.1016544,2.8646518,
Point d'accès au droit de Saint-Pierre-des-Corps,Maison Politique de la Ville 1 rue Line Porcher ,37700,ST PIERRE DES CORPS,+33 2 47 63 43 20,47.3904521,0.7184639,
Conseil de Prud'hommes de Châlons-en-Champagne,Rue Perrot d'Ablancourt  ,51000,CHALONS EN CHAMPAGNE,+33 3 26 65 00 70,48.9591414,4.362875,
Conseil départemental d'accès au droit de l' Isère,Tribunal de grande instance place saint André ,38026,GRENOBLE CEDEX 1,+33 4 76 59 41 41,45.1929574,5.7286416,
Permanence d’information et d’orientation juridiques de Biscarrosse,Mairie 149 avenue du 14 juillet ,40600,BISCARROSSE,+33 5 58 83 40 40,44.3964702,-1.166457,
Permanence d’information et d’orientation juridiques d'Aire-sur-L'Adour,Boutique de la famille 20 rue Carnot ,40800,AIRE SUR L ADOUR,+33 5 58 71 92 98,43.7005297,-0.2629814,
Conseil départemental d'accés au droit de Mont-de-Marsan,Tribunal de grande instance 68 boulevard d'Haussez ,40000,MONT DE MARSAN,+33 5 58 06 94 93,43.8936748,-0.5075727,
Cour d'Appel de Pau,Place de la Libération  ,64034,PAU CEDEX,+33 5 59 82 47 15,43.2976804,-0.3712257,
Permanence d’information et d’orientation juridiques de Mimizan,Centre médico social 2 avenue de la Gare ,40200,MIMIZAN,+33 5 58 09 44 49,44.2014104,-1.2287598,
Conseil de Prud'hommes de Forbach,3 Avenue Saint-Rémi B.P. 40329 ,57608,FORBACH CEDEX,+33 3 87 85 64 00,49.187864,6.886171,
Permanence d’information et d’orientation juridiques de Dax,Accueil Info Famille Centre Communal d'Action Sociale 4 rue du Palais,40100,DAX,+33 5 58 74 47 81,43.70992,-1.051487,
Tribunal de Grande Instance de Saint-Pierre,28 Rue Augustin Archambeaud B.P. 338 ,97448,ST PIERRE CEDEX,+33 2 62 96 10 00,-21.323885,55.486915,
Cour d'Appel de Besançon,1 Rue Megevand B.P. 339 ,25017,BESANCON CEDEX,+33 3 81 65 13 00,47.236418,6.022855,
Conseil de Prud'hommes de Verdun,18 Rue Poincaré B.P. 711 ,55107,VERDUN CEDEX,+33 3 29 86 13 84,49.158723,5.386604,
Conseil de Prud'hommes de Bar-le-Duc,29 Place Saint-Pierre  ,55000,BAR LE DUC,+33 3 29 76 13 09,48.7687461,5.1592725,
Conseil de Prud'hommes de Nancy,Cité Judiciaire Rue du Général Fabvier ,54000,NANCY,+33 3 83 40 62 17,48.6776425,6.1757727,
Conseil Départemental d'Accès au Droit du Jura,Tribunal de Grande Instance 3 Rue Pasteur B.P. 344,39015,Lons le Saunier,+33 3 84 35 13 10,46.6734494,5.5553276,
Permanence d’information et d’orientation juridiques de Parentis En Born,Boutique de la famille Centre administratif de Parentis ,40160,PARENTIS EN BORN,+33 5 58 82 73 90,44.3488736,-1.0725729,
Conseil de Prud'hommes de Douai,106 Rue Merlin de Douai B.P. 826 ,59508,DOUAI CEDEX,+33 3 27 99 18 99,50.369898,3.078513,
Conseil de Prud'hommes de Cambrai,Château de Selles  ,59400,CAMBRAI,+33 3 27 73 37 64,50.181597,3.224868,
Tribunal de Grande Instance de Thionville  Chambre Commerciale,Quai Pierre Marchal B.P. 80348 ,57125,THIONVILLE CEDEX,+33 3 82 82 43 50,49.357654,6.169112,
Conseil Départemental d'accès au droit du Loir-et-Cher,Place de la République  ,41000,BLOIS,+33 2 54 44 60 99,47.5898737,1.3334356,
Permanence d’information et d’orientation juridiques de Soustons,Centre social 14 avenue du Maréchal Leclerc ,40140,SOUSTONS,+33 5 58 41 44 76,43.7508459,-1.3301081,
Permanence d’information et d’orientation juridiques de Saint-Vincent-de-Tyrosse,Accueil Info Famille Communauté de communes Allée des Camélias,40230,ST VINCENT DE TYROSSE,+33 5 58 77 33 23,43.6613196,-1.3028531,
Permanence d’information et d’orientation juridiques de Peyrehorade,Centre social 180 place Aristide Briand ,40300,PEYREHORADE,+33 5 58 73 60 20,43.5451379,-1.1042914,
Conseil de Prud'hommes de Nevers,Cité Judiciaire 6 Rue Gambetta   B.P. 70 ,58020,NEVERS CEDEX,+33 3 86 71 60 04,46.988833,3.157973,
Permanence d’information et d’orientation juridiques de Morcenx,Mairie 2 place Léo Bouyssou ,40110,MORCENX,+33 5 58 04 19 00,44.0333781,-0.9115229,
Conseil de Prud'hommes de Thionville,5 Rue Maréchal Joffre B.P. 70319 ,57126,THIONVILLE CEDEX,+33 3 82 82 05 90,49.355067,6.161263,
Permanence d’information et d’orientation juridiques de Mont-De-Marsan,Mairie Place du Général Leclerc ,40000,MONT DE MARSAN,+33 5 58 05 87 87,43.899738,-0.50908,
Commission départementale de conciliation du Val-de-Marne,DRIHL 12-14 rue des Archives ,94011,CRETEIL CEDEX,+33 1 49 80 25 14,48.783649,2.457656,
Commission départementale de conciliation de la Seine-Saint-Denis,DRIHL Bâtiment André Malraux 7 esplanade Jean Moulin,93007,BOBIGNY CEDEX,+33 1 41 60 68 91,48.909225,2.443966,
Commission départementale de conciliation de Gironde,Cité Administrative Rue Jules Ferry BP 90,33090,BORDEAUX CEDEX,+33 5 56 24 82 21,44.842572,-0.604828,
Conseil de Prud'hommes de Beauvais,20 boulevard Saint-Jean  ,60021,BEAUVAIS CEDEX,+33 3 44 79 60 70,49.429088,2.075929,
Relais d'accès au droit de Pouilly-Sous-Charlieu,Relais familles 7 rue du 19 mars 1962 ,42720,POUILLY SOUS CHARLIEU,+33 4 77 60 94 34,46.1043545,4.1196868,
Conseil de Prud'hommes de Valenciennes,18 Place du 8 Mai 1945  ,59326,VALENCIENNES CEDEX,+33 3 27 32 28 50,50.356805,3.518359,
Relais d'accès au droit de La Pacaudière,Relais de Services publics Place du petit Louvre ,42310,LA PACAUDIERE,+33 4 77 64 14 17,46.175176,3.8684009,
Point d'accès au droit de Roanne,Maison de services publics du Parc 19 place d'Elbeuf ,42300,ROANNE,+33 4 77 44 09 60,46.060029,4.092616,
Point d'accès au droit de Rive De Gier,Pôle de Services 100 rue Jean Jaurès ,42800,RIVE DE GIER,+33 4 77 83 07 65,45.5310253,4.6212552,
Conseil de Prud'hommes de Creil,Rue Jules Michelet  ,60100,CREIL,+33 3 44 24 48 09,49.26263,2.479921,
Conseil de Prud'hommes de Compiègne,2 rue du Dahomey BP 40709 ,60207,COMPIEGNE CEDEX,+33 3 60 03 30 31,49.417842,2.829047,
Commission départementale des baux commerciaux de la Meuse,DDCCRF Cité Administrative avenue du 94ème RI ,55013,BAR LE DUC CEDEX,+33 3 29 45 80 10,48.7737192,5.1605745,
Permanence conciliateur de Reims,maison de la justice et du droit 37 rue du docteur Schweitzer ,51100,REIMS,+33 3 26 77 09 24,49.2661359,3.982448,
Point d'accès au droit de Romorantin-Lanthenay,Ancien Tribunal d'instance Place du Château ,41200,ROMORANTIN LANTHENAY,+33 2 54 96 97 85,47.357993,1.7421098,
Maison de Justice et du Droit de Blois,6 Rue Jean Bart  ,41000,Blois,+33 2 54 45 16 16,47.589438,1.308056,
Point d'accès au droit de Montbrison,Maison des Permanences 12 rue de la Préfecture ,42600,MONTBRISON,+33 4 77 58 04 55,45.6093105,4.0638763,
Point d'accès au droit de Firminy,Bourse du Travail Place du Marché Salle n°2,42700,FIRMINY,,45.3892733,4.2873327,
Point d'accès au droit de Chevrières,Mission Locale Espalanade Melchior Mitte ,42140,CHEVRIERES,+33 4 77 29 98 00,45.5880547,4.4003263,
Conseil départemental d'accès au droit de la Loire,Tribunal de grande instance place du Palais de justice ,42022,ST ETIENNE CEDEX 1,+33 4 77 43 33 00,45.437453,4.3843992,
Conseil Départemental d'Accès au Droit de la Loire Atlantique,Tribunal de Grande Instance 19 Quai François Mitterrand ,44921,NANTES CEDEX 9,+33 2 51 17 96 95,47.2082268333,-1.56194124739,
Point d'accès au droit de Villars,Mairie 5 rue de l'Hôtel de Ville ,42390,VILLARS,+33 4 77 91 11 20,45.4674079,4.3537192,
Conseil de Prud'hommes de Calais,Palais de Justice Place Crèvecoeur ,62100,CALAIS,+33 3 21 36 02 09,50.944435,1.859484,
Commission départementale de conciliation de la Meuse,14 Parc Bradfer  ,55012,BAR LE DUC CEDEX,+33 3 29 79 93 64,48.7737192,5.1605745,
Conseil de Prud'hommes de Saint-Omer,ZAC Ste-Catherine  Rue A. Camus BP 303  Hôtel District Longuene ,62505,ST OMER CEDEX,+33 3 21 93 92 78,50.76244,2.270088,
Maison de la justice et du droit Nord-Loire,21 rue Charles Roger  ,44000,NANTES,+33 2 51 80 64 30,47.2230542,-1.5972365,
