"ID","Intitulé","Catégories","Nomenclature Dila","Site Web","Adresse","Adresse","Code Insee commune","Code postal","Commune","Téléphone","Fax","Horaires d'ouverture","Latitude","Longitude","Précision","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Organisme","URL","Rue, Voie, Chemin","Fax","Courriel","Téléphone","Territoires de compétence","Catégories","Activités","Activités","Ressort","Organisme tuteur","Mission","Intervenants","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Audiences TGI (hors période de vacation : du 10 juillet au 27 août, vacances de noël et de Pâques)"
"4cac9e87293594648a004cd2","Tribunal de Grande Instance de Limoges","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Palais de Justice","17 Place d'Aine",87085,87031,"LIMOGES CEDEX 1","+33 5 55 11 81 00","+33 5 55 34 18 49","Du Lundi au Vendredi : de 8h30 à 12h30 et de 13h30 à 17h","45.830161","1.255227",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'87-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'87-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'87-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/limousin/haute-vienne/tgi-87085-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a00059e","Tribunal de Grande Instance de Briey","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Cité Judiciaire","Place de l'Eglise B.P. 139",54099,54151,"BRIEY CEDEX","+33 3 82 47 56 00","+33 3 82 47 56 30","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30","49.252821","5.974587",4,"{u'kind': u'ArrondissementOfFrance', u'code': u'54-1'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/lorraine/meurthe-et-moselle/tgi-54099-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a0017be","Tribunal de Grande Instance de Nanterre","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,92050,92020,"NANTERRE CEDEX","+33 1 40 97 10 10","+33 1 47 24 31 61","Du Lundi au Vendredi : de 9h à 17h","48.8970987","2.2176603",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'92-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'92-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'92-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/hauts-de-seine/tgi-92050-01.html","179-191 Avenue Joliot Curie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a001794","Tribunal de Grande Instance de Brest","justice-organisme-public","tgi","http://www.justice.gouv.fr/","32 Rue de Denver","B.P. 60123",29019,29601,"BREST CEDEX 2","+33 2 98 33 78 00","+33 2 98 33 78 01","Du Lundi au Vendredi : de 8h30 à 12h et de 13h à 16h30","48.384325","-4.485586",8,"{u'kind': u'IntercommunalityOfFrance', u'code': u'242900785'}","{u'kind': u'ArrondissementOfFrance', u'code': u'29-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'29-3'}","{u'kind': u'CommuneOfFrance', u'code': u'29013'}","{u'kind': u'CommuneOfFrance', u'code': u'29024'}","{u'kind': u'CommuneOfFrance', u'code': u'29029'}","{u'kind': u'CommuneOfFrance', u'code': u'29054'}","{u'kind': u'CommuneOfFrance', u'code': u'29089'}","{u'kind': u'CommuneOfFrance', u'code': u'29152'}","{u'kind': u'CommuneOfFrance', u'code': u'29205'}","{u'kind': u'CommuneOfFrance', u'code': u'29211'}","{u'kind': u'CommuneOfFrance', u'code': u'29227'}","{u'kind': u'CommuneOfFrance', u'code': u'29250'}","{u'kind': u'CommuneOfFrance', u'code': u'29278'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/bretagne/finistere/tgi-29019-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e87293594648a004cc1","Tribunal de Grande Instance de Saint-Brieuc","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Parc des Promenades","B.P. 2357",22278,22023,"ST BRIEUC CEDEX 1","+33 2 96 62 30 00","+33 2 96 33 11 52","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30","48.513017","-2.757331",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'22-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'22-3'}","{u'kind': u'ArrondissementOfFrance', u'code': u'22-4'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200582'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242214435'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/bretagne/cotes-d-armor/tgi-22278-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a0005bc","Tribunal de Grande Instance de Bayonne","justice-organisme-public","tgi","http://www.ca-pau.justice.fr/",,,64102,64100,"BAYONNE","+33 5 59 44 54 00","+33 5 59 44 54 54","Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h","43.4928709","-1.4881017",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'64-1'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/aquitaine/pyrenees-atlantiques/tgi-64102-01.html","Avenue de la Légion Tchèque",,"ca-pau@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a0005be","Tribunal de Grande Instance de Villefranche-sur-Saône","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Palais de Justice","350 Bld Gambetta   B.P. 474",69264,69665,"VILLEFRANCHE SUR SAONE CED","+33 4 74 65 63 63","+33 4 74 60 61 12","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h","45.986718","4.722057",4,"{u'kind': u'ArrondissementOfFrance', u'code': u'69-2'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/rhone-alpes/rhone/tgi-69264-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a0005bf","Tribunal de Grande Instance de Lyon","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,69383,69433,"LYON CEDEX 03","+33 4 72 60 70 12","+33 4 72 60 72 38","Du Lundi au Vendredi : de 8h à 17h","45.7603055","4.8465698",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'69-1'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/rhone-alpes/rhone/tgi-69383-01.html","67 Rue Servient",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a0005ba","Tribunal de Grande Instance de Saint-Omer","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,62765,62503,"ST OMER CEDEX","+33 3 21 98 79 70","+33 3 21 98 79 88","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30","50.747411","2.253846",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'62-5'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/pas-de-calais/tgi-62765-01.html","3 Rue des Tribunaux",,"cgi-st-omer@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e67293594648a0011f4","Tribunal de grande instance de Mamoudzou","justice-organisme-public","tgi",,,,97611,97600,"MAMOUDZOU",,,,,,,"{u'kind': u'OverseasCollectivityOfFrance', u'code': u'976'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a0005ae","Tribunal de Grande Instance de Compiègne","justice-organisme-public","tgi","http://www.justice.gouv.fr/","11 Rue Henri de Séroux","B.P. 80059",60159,60321,"COMPIEGNE CEDEX","+33 3 44 38 35 24","+33 3 44 40 18 90","Du Lundi au Vendredi : de 8h30 à 17h","49.417087","2.82813",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'60-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/picardie/oise/tgi-60159-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a000574","Tribunal de Grande Instance de Montpellier","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,34172,34040,"MONTPELLIER CEDEX 1","+33 4 67 12 60 00","+33 4 67 12 63 91","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h45","43.6104379","3.868906",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'34-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'34-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/languedoc-roussillon/herault/tgi-34172-01.html","Place Pierre Flotte",,,"+33 4 67 12 62 05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a00057d","Tribunal de Grande Instance de Dax","justice-organisme-public","tgi","http://www.ca-pau.justice.fr/","Rue des Fusillés","B.P. 355",40088,40107,"DAX CEDEX","+33 5 58 56 88 20","+33 5 58 74 60 71","Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h","43.709466","-1.051532",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'40-1'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/aquitaine/landes/tgi-40088-01.html",,,"ca-pau@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e5f293594648a0001a7","Section Détachée du Tribunal de Première Instance à Lifou",,"tpisd",,,,98814,98820,"WE","+687 45 12 82","+687 45 11 44",,"-21.0384968","167.2405153",6,"{u'kind': u'CommuneOfFrance', u'code': u'98814'}","{u'kind': u'CommuneOfFrance', u'code': u'98815'}","{u'kind': u'CommuneOfFrance', u'code': u'98820'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice",,"Section Détachée de Lifou",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a0017b5","Tribunal de Grande Instance de Chalon-sur-Saône","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,71076,71331,"CHALON SUR SAONE CEDEX","+33 3 85 93 77 00","+33 3 85 93 77 26","Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h","46.7846259","4.8536094",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'71-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'71-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'71-4'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/bourgogne/saone-et-loire/tgi-71076-01.html","Rue Emiland-Menand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a00178a","Tribunal de Grande Instance de Soissons","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,2722,2209,"SOISSONS CEDEX","+33 3 23 76 39 39","+33 3 23 76 39 30","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h30","49.3804223","3.3280404",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'02-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'02-4'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/picardie/aisne/tgi-02722-01.html","76 Rue Saint-Martin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a0017a1","Tribunal de Grande Instance de Mende","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,48095,48000,"MENDE","+33 4 66 65 28 11","+33 4 66 49 38 74","Du Lundi au Vendredi : de 8h45 à 12h et de 13h30 à 17h","44.516188","3.49822",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'48-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'48-2'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/languedoc-roussillon/lozere/tgi-48095-01.html","Boulevard Henri Bourillon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a0017bb","Tribunal de Grande Instance de Poitiers","justice-organisme-public","tgi","http://www.justice.gouv.fr/","10 Place Alphonse Lepetit","B.P. 527",86194,86020,"POITIERS CEDEX","+33 5 49 50 22 00","+33 5 49 41 50 22","Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h","46.583217","0.341729",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'86-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'86-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'86-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/poitou-charentes/vienne/tgi-86194-01.html",,,"tgi-poitiers@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a0017b4","Tribunal de Grande Instance de Mulhouse","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,68224,68061,"MULHOUSE CEDEX 3","+33 3 89 36 25 00","+33 3 89 45 82 10","Du Lundi au Vendredi : de 8h à 12h et de 13h30 à 17h","47.752347","7.342874",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'68-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'68-4'}","{u'kind': u'ArrondissementOfFrance', u'code': u'68-6'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/alsace/haut-rhin/tgi-68224-01.html","21 Avenue Robert Schumann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9ed7293594648a00ee03","Tribunal de Grande Instance de Bergerac","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Place du Palais","B.P. 207",24037,24112,"BERGERAC CEDEX","+33 5 53 74 40 00","+33 5 53 74 40 09","Du Lundi au Vendredi : de 8h30 à 17h30","44.85283","0.485636",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'24-1'}","{u'kind': u'CommuneOfFrance', u'code': u'24067'}","{u'kind': u'CommuneOfFrance', u'code': u'24076'}","{u'kind': u'CommuneOfFrance', u'code': u'24172'}","{u'kind': u'CommuneOfFrance', u'code': u'24183'}","{u'kind': u'CommuneOfFrance', u'code': u'24217'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400711'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400877'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400885'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400893'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400943'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400968'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400992'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242401016'}","{u'kind': u'CommuneOfFrance', u'code': u'24249'}","{u'kind': u'CommuneOfFrance', u'code': u'24261'}","{u'kind': u'CommuneOfFrance', u'code': u'24301'}","{u'kind': u'CommuneOfFrance', u'code': u'24317'}","{u'kind': u'CommuneOfFrance', u'code': u'24377'}","{u'kind': u'CommuneOfFrance', u'code': u'24388'}","{u'kind': u'CommuneOfFrance', u'code': u'24389'}","{u'kind': u'CommuneOfFrance', u'code': u'24404'}","{u'kind': u'CommuneOfFrance', u'code': u'24524'}","{u'kind': u'CommuneOfFrance', u'code': u'24559'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/aquitaine/dordogne/tgi-24037-01.html",,,"tgi-bergerac@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a000581","Tribunal de Grande Instance de Saint-Etienne","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,42218,42022,"ST ETIENNE CEDEX 1","+33 4 77 43 33 00","+33 4 77 43 33 03","Du Lundi au Vendredi : de 8h à 17h
Du 9 juillet au 7 septembre les horaires sont les suivants :
09h 00 - 12h 00 / 13h00 - 16h","45.4379283","4.3842586",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'42-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'42-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/rhone-alpes/loire/tgi-42218-01.html","Place du Palais de Justice",,,"+33 4 77 43 33 01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a0017b7","Tribunal de Grande Instance de Rouen","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Palais de Justice","1 Place du Maréchal Foch",76540,76037,"ROUEN CEDEX","+33 2 35 52 87 52","+33 2 35 70 17 41","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h30","49.442231","1.091543",8,"{u'kind': u'IntercommunalityOfFrance', u'code': u'247600380'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'247600638'}","{u'kind': u'ArrondissementOfFrance', u'code': u'76-3'}","{u'kind': u'CommuneOfFrance', u'code': u'76009'}","{u'kind': u'CommuneOfFrance', u'code': u'76015'}","{u'kind': u'CommuneOfFrance', u'code': u'76016'}","{u'kind': u'CommuneOfFrance', u'code': u'76040'}","{u'kind': u'CommuneOfFrance', u'code': u'76091'}","{u'kind': u'CommuneOfFrance', u'code': u'76134'}","{u'kind': u'CommuneOfFrance', u'code': u'76140'}","{u'kind': u'CommuneOfFrance', u'code': u'76172'}","{u'kind': u'CommuneOfFrance', u'code': u'76180'}","{u'kind': u'CommuneOfFrance', u'code': u'76190'}","{u'kind': u'CommuneOfFrance', u'code': u'76241'}","{u'kind': u'CommuneOfFrance', u'code': u'76272'}","{u'kind': u'CommuneOfFrance', u'code': u'76294'}","{u'kind': u'CommuneOfFrance', u'code': u'76353'}","{u'kind': u'CommuneOfFrance', u'code': u'76365'}","{u'kind': u'CommuneOfFrance', u'code': u'76564'}","{u'kind': u'CommuneOfFrance', u'code': u'76641'}","{u'kind': u'CommuneOfFrance', u'code': u'76642'}","{u'kind': u'CommuneOfFrance', u'code': u'76679'}","{u'kind': u'CommuneOfFrance', u'code': u'76683'}","{u'kind': u'CommuneOfFrance', u'code': u'76692'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/haute-normandie/seine-maritime/tgi-76540-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a0017a6","Tribunal de Grande Instance de Chaumont","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Rue du Palais","B.P. 2061",52121,52903,"CHAUMONT CEDEX 9","+33 3 25 32 84 20","+33 3 25 03 43 52","Du Lundi au Vendredi : de 8h à 12h et de 13h45 à 17h","48.112727","5.136812",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'52-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'52-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'52-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/champagne-ardenne/haute-marne/tgi-52121-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9ed7293594648a00edf3","Tribunal de Grande Instance de Bourg-en-Bresse","justice-organisme-public","tgi","http://www.justice.gouv.fr/","4 Rue du Palais","B.P. 306",1053,1011,"BOURG EN BRESSE CEDEX","+33 4 74 24 19 53","+33 4 74 24 18 61","Du Lundi au Vendredi : de 8h15 à 11h45 et de 13h30 à 17h","46.205529","5.223488",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'01-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'01-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'01-3'}","{u'kind': u'ArrondissementOfFrance', u'code': u'01-4'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/rhone-alpes/ain/tgi-01053-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a00187f","Tribunal de Grande Instance de Grenoble","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Place Firmin Gautier","BP 100",38185,38019,"GRENOBLE CEDEX 1","+33 4 38 21 21 21","+33 4 38 21 22 44","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30
IMPERATIF : prendre rendez-vous avant de s'y rendre","45.190629","5.711582",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'38-1'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/rhone-alpes/isere/tgi-38185-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9ed7293594648a00edf6","Tribunal de Grande Instance de Cusset","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,3095,3306,"CUSSET CEDEX","+33 4 70 30 98 30","+33 4 70 98 16 17","Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h","46.132877","3.456196",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'03-3'}","{u'kind': u'CommuneOfFrance', u'code': u'03016'}","{u'kind': u'CommuneOfFrance', u'code': u'03018'}","{u'kind': u'CommuneOfFrance', u'code': u'03038'}","{u'kind': u'CommuneOfFrance', u'code': u'03049'}","{u'kind': u'CommuneOfFrance', u'code': u'03053'}","{u'kind': u'CommuneOfFrance', u'code': u'03059'}","{u'kind': u'CommuneOfFrance', u'code': u'03062'}","{u'kind': u'CommuneOfFrance', u'code': u'03083'}","{u'kind': u'CommuneOfFrance', u'code': u'03096'}","{u'kind': u'CommuneOfFrance', u'code': u'03112'}","{u'kind': u'CommuneOfFrance', u'code': u'03115'}","{u'kind': u'CommuneOfFrance', u'code': u'03116'}","{u'kind': u'CommuneOfFrance', u'code': u'03134'}","{u'kind': u'CommuneOfFrance', u'code': u'03148'}","{u'kind': u'CommuneOfFrance', u'code': u'03149'}","{u'kind': u'CommuneOfFrance', u'code': u'03160'}","{u'kind': u'CommuneOfFrance', u'code': u'03176'}","{u'kind': u'CommuneOfFrance', u'code': u'03188'}","{u'kind': u'CommuneOfFrance', u'code': u'03204'}","{u'kind': u'CommuneOfFrance', u'code': u'03254'}","{u'kind': u'CommuneOfFrance', u'code': u'03267'}","{u'kind': u'CommuneOfFrance', u'code': u'03294'}","{u'kind': u'CommuneOfFrance', u'code': u'03307'}","{u'kind': u'CommuneOfFrance', u'code': u'03319'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'240300533'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'240300681'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/auvergne/allier/tgi-03095-01.html","Rue du Drapeau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
